,RDP_10398,RDP_5224,RDP_1017,RDP_92,RDP_12
CC11CM80SCR869f399bd5af4fb0b5fe4cb33f405cd0_From_AB542769_1_1490_description_AB542769_1_1490_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_pyogenes_organism_Bacteroides_pyogenes_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_310300,1.0,1.0,4.0,3.0,1.0
CC11CM96SCRa9e9617b95dd4104966eb48f73923318_From_AB910751_1_1495_description_AB910751_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_hydrogenotrophica_organism_Blautia_hydrogenotrophica_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_53443,3.0,7.0,6.0,1.0,11.0
CC11CM97SCR7b0095917118416197f323fff22c4cc0_From_JN600329_1_1530_description_JN600329_1_1530_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_Pectobacterium_betavasculorum_organism_Pectobacterium_betavasculorum_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_ncbitaxid_55207,18.0,4.0,1.0,3.0,5.0
CC11CM19SCR9f3f2494fdc54240bfa30af4ef849a15_From_NR074634_1_description_Eubacterium_rectale_strain_ATCC_33656_16S_ribosomal_RNA_gene_complete_sequence_organism_Agathobacter_rectalis_ATCC_33656_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Agathobacter_ncbitaxid_515619,5.0,5.0,10.0,1.0,8.0
CC11CM37SCR5935658d38944966abcfba823b623c7b_From_ANIC01000002_735388_736909_description_ANIC01000002_735388_736909_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Enterobacter_cancerogenus_YZ1_organism_Enterobacter_cancerogenus_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_ncbitaxid_1260277,20.0,20.0,19.0,1.0,5.0
CC11CM32SCR6aa9ad250517449f979ad4f04f25f14a_From_HM801866_1_1390_description_HM801866_1_1390_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Peptoniphilus_Peptoniphilus_rhinitidis_1_13_organism_Peptoniphilus_rhinitidis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Peptoniphilus_ncbitaxid_162289,5.0,1.0,1.0,4.0,2.0
CC11CM31SCRb32d84e081f44ac0a895974d4c158406_From_GQ422749_1_1501_description_GQ422749_1_1501_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_Anaerococcus_tetradius_organism_Anaerococcus_tetradius_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_ncbitaxid_33036,3.0,1.0,6.0,20.0,11.0
CC11CM65SCR2816ce95e7a04ab49475815342645bbe_From_CP002530_3614908_3616425_description_CP002530_3614908_3616425_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_salanitronis_DSM_18170_organism_Bacteroides_salanitronis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_667015,1.0,1.0,8.0,7.0,1.0
CC11CM5SCRcee161dce558462db0d573bc752910af_From_NR025670_1_description_Pseudoflavonifractor_capillosus_strain_ATCC_29799_16S_ribosomal_RNA_gene_partial_sequence_organism_Pseudoflavonifractor_capillosus_ATCC_29799_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Pseudoflavonifractor_ncbitaxid_411467,1.0,1.0,1.0,3.0,11.0
CC11CM23SCR4f69c81cd1a04984a1134754f17f1ea0_From_AB200222_1_1493_description_AB200222_1_1493_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_plebeius_organism_Bacteroides_plebeius_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_310297,1.0,7.0,6.0,6.0,1.0
CC11CM9SCRfedf2c064c78427d91ced713d78a61eb_From_KM515975_1_1368_description_KM515975_1_1368_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter_youngae_organism_Citrobacter_youngae_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_ncbitaxid_133448,20.0,20.0,16.0,1.0,5.0
CC11CM89SCR2ad4053e727e44439c242eb8158f705a_From_DJ348417_1_1494_description_DJ348417_1_1494_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas_gingivalis_organism_Porphyromonas_gingivalis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_ncbitaxid_837,3.0,1.0,1.0,1.0,1.0
CC11CM57SCRf966095ade1d4d5785b54948d0a3ab31_From_AJ748647_1_1457_description_AJ748647_1_1457_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella_sanguinus_organism_Sutterella_sanguinus_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_ncbitaxid_282125,1.0,1.0,15.0,3.0,1.0
CC11CM35SCR3d21e9e302c14380b3b9ce13097dcf33_From_NR102884_1_description_Ruminococcus_champanellensis_strain_18P13_16S_ribosomal_RNA_gene_complete_sequence_organism_Ruminococcus_champanellensis_18P13_JCM_17042_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_ncbitaxid_213810,3.0,5.0,3.0,3.0,5.0
CC11CM58SCRf71121f5f4754968ad167104eec7c43d_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM48SCRf2cb718db40346279d74a33fade51c38_From_ACZK01000043_3670_5190_description_ACZK01000043_3670_5190_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_Alloprevotella_rava_F0323_organism_Alloprevotella_rava_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_ncbitaxid_679199,3.0,3.0,1.0,1.0,7.0
CC11CM88SCR5a65346652e54f3bb34b18a953f3679c_From_AEEQ01000018_217_1734_description_AEEQ01000018_217_1734_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_dentium_ATCC_27679_organism_Bifidobacterium_dentium_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_871562,1.0,20.0,3.0,8.0,3.0
CC11CM69SCR40a36636381b4788b15ca199e6a11b88_From_FJ611794_1_1404_description_FJ611794_1_1404_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Ruminococcus_faecis_organism_Ruminococcus_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_ncbitaxid_592978,1.0,19.0,9.0,1.0,9.0
CC11CM42SCRa10d99b9a7bb4801963e69823cd0edf9_From_NR029160_1_description_Ruminococcus_callidus_strain_ATCC_27760_16S_ribosomal_RNA_gene_partial_sequence_organism_Ruminococcus_callidus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_ncbitaxid_40519,1.0,5.0,3.0,3.0,5.0
CC11CM24SCR9ed10ca44ec84fadbac70fb560d97eef_From_JGZB01000001_80100_81622_description_JGZB01000001_80100_81622_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_magnum_organism_Bifidobacterium_magnum_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_1692,13.0,16.0,5.0,20.0,3.0
CC11CM4SCR68c352e5347e4986ac24d2e195f85475_From_NR118316_1_description_Coprobacter_fastidiosus_strain_NSB1_16S_ribosomal_RNA_gene_partial_sequence_organism_Coprobacter_fastidiosus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_ncbitaxid_1099853,1.0,7.0,5.0,5.0,1.0
CC11CM85SCR4dcfe74583dc4d44af033dd9efeab7d9_From_NR113376_1_description_Veillonella_criceti_strain_JCM_6511_16S_ribosomal_RNA_gene_partial_sequence_organism_Veillonella_criceti_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_103891,3.0,11.0,3.0,20.0,11.0
CC11CM58SCRfc577e9781a14131acf12f4c6f18498b_From_AY136666_1_1483_description_AY136666_1_1483_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_Pseudoflavonifractor_capillosus_organism_Pseudoflavonifractor_capillosus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_ncbitaxid_106588,1.0,1.0,1.0,3.0,11.0
CC11CM74SCRce639b2562034d179bc6863ab3d2438a_From_NR118352_1_description_Victivallis_vadensis_strain_Cello_16S_ribosomal_RNA_gene_partial_sequence_organism_Victivallis_vadensis_ATCC_BAA_548_taxonomy_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_ncbitaxid_340101,13.0,12.0,15.0,4.0,1.0
CC11CM85SCRa8682e9dff77402aacdacb8ba4fa6a6f_From_NR117139_2_description_Anaerostipes_hadrus_strain_DSM_3319_16S_ribosomal_RNA_partial_sequence_organism_Anaerostipes_hadrus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_ncbitaxid_649756,5.0,3.0,2.0,4.0,11.0
CC11CM16SCRfb7d6859417e4cadba885ceef1ab2f3f_From_AB537917_1_1463_description_AB537917_1_1463_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_dysgalactiae_subsp_dysgalactiae_organism_Streptococcus_dysgalactiae_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_1301,11.0,9.0,13.0,3.0,1.0
CC11CM43SCR70b99a23d9ca4cb9bf360a00f068aab2_From_NR029065_1_description_Bifidobacterium_psychraerophilum_strain_T16_16S_ribosomal_RNA_gene_partial_sequence_organism_Bifidobacterium_psychraerophilum_taxonomy_Bacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_218140,3.0,20.0,4.0,11.0,3.0
CC11CM13SCR95539e66fd2441deb48a31d8018a08c0_From_AY126616_1_1493_description_AY126616_1_1493_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_massiliensis_organism_Bacteroides_massiliensis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_204516,3.0,1.0,1.0,6.0,1.0
CC11CM59SCRac635723bbb04665ac57dc79f6dade59_From_AAXA02000016_197379_198897_description_AAXA02000016_197379_198897_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea_formicigenerans_ATCC_27755_organism_Dorea_formicigenerans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_411461,19.0,3.0,7.0,1.0,11.0
CC11CM1SCR8531e157a7f846c59412ef0ac15411fd_From_AB649276_1_1495_description_AB649276_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_Clostridium_propionicum_organism_Clostridium_propionicum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_ncbitaxid_1506577,8.0,3.0,3.0,4.0,11.0
CC11CM44SCRa4bc5d268a5f4803a5da669c53508966_From_AJ832129_1_1391_description_AJ832129_1_1391_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella_morbirenis_organism_Sutterella_morbirenis_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_ncbitaxid_293545,1.0,1.0,15.0,3.0,1.0
CC11CM27SCR289445487dad4833a5d9eb03e24a88d6_From_ADLE01000015_1593_3112_description_ADLE01000015_1593_3112_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Barnesiella_intestinihominis_YIT_11860_organism_Barnesiella_intestinihominis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_ncbitaxid_742726,1.0,1.0,1.0,5.0,1.0
CC11CM14SCR25dbc09142224197a221f645cfe2469a_From_KF574955_1_1460_description_KF574955_1_1460_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophia_defectiva_organism_Abiotrophia_defectiva_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_ncbitaxid_46125,20.0,20.0,18.0,3.0,1.0
CC11CM68SCR90d783a5b0f540dd88f0228944ceeef2_From_NR026031_1_description_Eubacterium_saphenum_strain_164_47_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_saphenum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_51123,2.0,3.0,1.0,10.0,11.0
CC11CM64SCRe0ae0cd92ad944799f3f72b0d31a3d5e_From_CP003040_625894_627428_description_CP003040_625894_627428_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_hominis_A2_183_organism_Roseburia_hominis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_841,3.0,3.0,8.0,3.0,9.0
CC11CM22SCR0f806aade1bb491c8ed732215de3adb1_From_ABIY02000050_88545_90060_description_ABIY02000050_88545_90060_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_coprocola_DSM_17136_organism_Bacteroides_coprocola_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_470145,1.0,6.0,8.0,6.0,1.0
CC11CM35SCR97715936d96846f3a781b9ff80bbc68d_From_AB971812_1_1488_description_AB971812_1_1488_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Peptoniphilus_Peptoniphilus_lacrimalis_organism_Peptoniphilus_lacrimalis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Peptoniphilus_ncbitaxid_33031,1.0,1.0,1.0,13.0,3.0
CC11CM40SCR67d3ff0f0ef74651b7e57a49b7871ee2_From_AB639141_1_1524_description_AB639141_1_1524_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella_criceti_organism_Veillonella_criceti_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_103891,3.0,11.0,3.0,20.0,11.0
CC11CM25SCR40277295d90a47a7a45b975a8fdb4741_From_ABEZ02000021_84162_85652_description_ABEZ02000021_84162_85652_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Intestinibacter_Intestinibacter_bartlettii_DSM_16795_organism_Intestinibacter_bartlettii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Intestinibacter_ncbitaxid_445973,3.0,8.0,11.0,10.0,7.0
CC11CM75SCR6207f4ed7ee2484085d476383c45be95_From_NR041508_1_description_Barnesiella_viscericola_strain_C46_16S_ribosomal_RNA_gene_partial_sequence_organism_Barnesiella_viscericola_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_ncbitaxid_397865,1.0,1.0,1.0,5.0,1.0
CC11CM93SCR598fed573eeb4a0da3aa364da0a00137_From_AB554232_1_1488_description_AB554232_1_1488_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_putredinis_organism_Alistipes_putredinis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_28117,5.0,3.0,11.0,7.0,1.0
CC11CM22SCRf74804f65d8b45b9b7231bd5a895394a_From_AB200217_1_1490_description_AB200217_1_1490_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_plebeius_organism_Bacteroides_plebeius_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_310297,1.0,7.0,6.0,7.0,1.0
CC11CM60SCRae0d79fd9cd24ddba39e0bf87c7025ec_From_JPJD01000056_3683_5194_description_JPJD01000056_3683_5194_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Intestinimonas_Intestinimonas_butyriciproducens_organism_Intestinimonas_butyriciproducens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Intestinimonas_ncbitaxid_1297617,1.0,3.0,3.0,3.0,13.0
CC11CM4SCRc7253f412eb94bc7adb4db96641d0d4f_From_AB599944_1_1409_description_AB599944_1_1409_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_intestinalis_organism_Bacteroides_intestinalis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_329854,2.0,4.0,3.0,3.0,1.0
CC11CM97SCRe86fec079f5e43fa8422863791aa5f00_From_GM884221_1_1505_description_GM884221_1_1505_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_Odoribacter_denticanis_organism_Odoribacter_denticanis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_ncbitaxid_283169,1.0,1.0,5.0,5.0,1.0
CC11CM45SCRa71b6aac2ddb4247af9c031e63318043_From_LC010692_1_1492_description_LC010692_1_1492_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_luti_organism_Blautia_luti_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_89014,4.0,8.0,5.0,1.0,9.0
CC11CM2SCR5e63fe02b65c4d9e8d78b9e52ac809d8_From_CP001649_3376948_3378490_description_CP001649_3376948_3378490_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibrio_salexigens_DSM_2638_organism_Desulfovibrio_salexigens_taxonomy_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_ncbitaxid_526222,1.0,1.0,1.0,1.0,8.0
CC11CM49SCR658e4b6fcb814149a3ddb5af7f94468f_From_JN600323_1_1530_description_JN600323_1_1530_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_Pectobacterium_aroidearum_organism_Pectobacterium_aroidearum_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_ncbitaxid_1201031,6.0,8.0,7.0,3.0,5.0
CC11CM75SCR09609497c2ed4aa99a4b477a4ef4619f_From_NR115709_1_description_Desulfovibrio_carbinolicus_strain_DSM_3852_16S_ribosomal_RNA_gene_partial_sequence_organism_Desulfovibrio_carbinolicus_taxonomy_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_ncbitaxid_296842,3.0,1.0,1.0,1.0,5.0
CC11CM99SCRae396fffc4574cde948c9c795287147f_From_GU361825_1_1480_description_GU361825_1_1480_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_merycicum_organism_Bifidobacterium_merycicum_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_78345,20.0,18.0,4.0,9.0,3.0
CC11CM30SCRa58b228e20d74539a8dfa89ffcad0a1e_From_AWZI01000001_9619_11107_description_AWZI01000001_9619_11107_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_Peptoclostridium_difficile_P33_organism_Peptoclostridium_difficile_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1151415,3.0,7.0,11.0,10.0,5.0
CC11CM11SCRf23c16ae0c1c4ef381db8aa2dcc8a344_From_NR113065_1_description_Bacteroides_clarus_strain_JCM_16067_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_clarus_YIT_12056_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_762984,1.0,3.0,3.0,3.0,1.0
CC11CM11SCR9ac9ee35e0fc4070b1156bd967577594_From_KM515974_1_1386_description_KM515974_1_1386_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter_werkmanii_organism_Citrobacter_werkmanii_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_ncbitaxid_67827,20.0,20.0,16.0,1.0,5.0
CC11CM24SCR97e584b547094c2783c7c2bfb1709ef6_From_JF750939_1_1409_description_JF750939_1_1409_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter_Oscillibacter_ruminantium_GH1_organism_Oscillibacter_ruminantium_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter_ncbitaxid_1007096,3.0,3.0,1.0,3.0,11.0
CC11CM6SCR2d9a22be16b947498bc69270657e337b_From_AB679109_1_1520_description_AB679109_1_1520_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella_tobetsuensis_organism_Veillonella_tobetsuensis_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_1110546,13.0,11.0,1.0,19.0,13.0
CC11CM20SCR2d86bb11615b48e08929d48ac7107d7e_From_JNPD01000024_1_1507_description_JNPD01000024_1_1507_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_Escherichia_coli_2_156_04S1C2_organism_Escherichia_coli_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_561,15.0,9.0,2.0,4.0,4.0
CC11CM76SCR1983420bd2bc4ed5a47c4cd0db2d9fdd_From_NR133762_1_description_Hungatella_effluvii_strain_UB_B_2_16S_ribosomal_RNA_partial_sequence_organism_Hungatella_effluvii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_ncbitaxid_1096246,1.0,1.0,6.0,1.0,11.0
CC11CM11SCR7b9a84ceadc348af943d8b98b8f1609f_From_NR113231_1_description_Blautia_glucerasea_strain_JCM_17039_16S_ribosomal_RNA_gene_partial_sequence_organism_Blautia_glucerasea_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_536633,9.0,8.0,5.0,1.0,11.0
CC11CM26SCRd10e2ace55ca41debab7d789e696edfb_From_DQ347839_1_1453_description_DQ347839_1_1453_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter_freundii_organism_Citrobacter_freundii_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_ncbitaxid_546,20.0,20.0,16.0,1.0,5.0
CC11CM36SCR974ddd06efcd43a3b5d18573042ed93c_From_AP012044_420887_422420_description_AP012044_420887_422420_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter_Oscillibacter_valericigenes_Sjm18_20_organism_Oscillibacter_valericigenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter_ncbitaxid_459786,3.0,3.0,1.0,4.0,6.0
CC11CM33SCR1a3346d1ac544a7b91865119ce822a74_From_NR112935_1_description_Bacteroides_eggerthii_strain_JCM_12986_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_eggerthii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_28111,12.0,2.0,5.0,3.0,1.0
CC11CM78SCR5f1c192c65f74327933b2bd6ff21ec46_From_AB547644_1_1485_description_AB547644_1_1485_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_oleiciplenus_organism_Bacteroides_oleiciplenus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_626931,3.0,4.0,3.0,3.0,1.0
CC11CM16SCRf95ceee5860544288ee1151cbf9c9ab4_From_EU136683_1_2063_description_EU136683_1_2063_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_pyogenes_organism_Bacteroides_pyogenes_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_310300,1.0,1.0,4.0,2.0,4.0
CC11CM75SCRa413eb8290a6456b9978863b21052900_From_AB542765_1_1491_description_AB542765_1_1491_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_propionicifaciens_organism_Bacteroides_propionicifaciens_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_392838,1.0,1.0,1.0,2.0,1.0
CC11CM31SCRafba63ae29ae44c8a6d5aa8bf49c6bb7_From_AB547650_1_1476_description_AB547650_1_1476_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_Parabacteroides_goldsteinii_organism_Parabacteroides_goldsteinii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_ncbitaxid_328812,4.0,3.0,3.0,1.0,1.0
CC11CM62SCRe5dbc66f7fb841258db1715f4167f097_From_NR114080_1_description_Escherichia_vulneris_strain_NBRC_102420_16S_ribosomal_RNA_gene_partial_sequence_organism_Escherichia_vulneris_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_566,20.0,20.0,20.0,1.0,5.0
